"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 21, 2016","142.23","140.63","142.38","140.63","-","1.12%"
"Apr 20, 2016","140.66","142.42","142.62","140.02","-","-1.15%"
"Apr 19, 2016","142.29","141.39","143.00","141.38","-","0.68%"
"Apr 18, 2016","141.33","142.34","142.34","140.59","-","-0.72%"
"Apr 15, 2016","142.36","142.36","142.64","141.87","-","0.02%"
"Apr 14, 2016","142.33","141.70","143.29","141.70","-","0.32%"
"Apr 13, 2016","141.88","138.35","141.88","138.35","-","2.57%"
"Apr 12, 2016","138.32","137.99","138.56","137.89","-","0.23%"
"Apr 11, 2016","138.00","137.14","138.21","136.34","-","0.63%"
"Apr 08, 2016","137.14","136.43","137.32","135.38","-","0.45%"
"Apr 07, 2016","136.52","136.32","137.18","135.87","-","0.20%"
"Apr 06, 2016","136.25","136.69","136.69","135.65","-","-0.42%"
"Apr 05, 2016","136.83","138.04","138.08","136.35","-","-0.98%"
"Apr 04, 2016","138.19","138.15","138.23","138.02","-","-0.02%"
"Apr 01, 2016","138.22","140.12","140.12","137.88","-","-1.37%"
"Mar 31, 2016","140.14","139.84","140.58","139.30","-","0.29%"
"Mar 30, 2016","139.74","136.88","139.95","136.88","-","2.23%"
"Mar 29, 2016","136.69","136.68","137.04","136.02","-","0.12%"
"Mar 28, 2016","136.53","136.62","136.68","136.42","-","-0.04%"
"Mar 25, 2016","136.59","136.87","136.88","136.53","-","-0.14%"
"Mar 24, 2016","136.78","138.15","138.15","136.49","-","-1.05%"
"Mar 23, 2016","138.23","138.89","139.14","137.88","-","-0.47%"
"Mar 22, 2016","138.88","139.14","139.17","138.14","-","-0.17%"
"Mar 21, 2016","139.11","138.56","139.25","138.43","-","0.30%"
"Mar 18, 2016","138.70","137.09","138.80","137.05","-","1.40%"
"Mar 17, 2016","136.79","135.21","137.27","135.21","-","1.46%"
"Mar 16, 2016","134.82","134.61","135.26","134.08","-","0.09%"
"Mar 15, 2016","134.70","136.14","136.14","134.56","-","-1.04%"
"Mar 14, 2016","136.11","134.82","136.71","134.82","-","1.05%"
"Mar 11, 2016","134.69","132.86","134.91","132.34","-","1.43%"
"Mar 10, 2016","132.79","133.01","133.85","132.55","-","-0.04%"
"Mar 09, 2016","132.84","133.28","133.28","131.84","-","-0.37%"
"Mar 08, 2016","133.34","134.43","134.43","132.45","-","-0.74%"
"Mar 07, 2016","134.34","134.46","135.41","134.10","-","0.15%"
"Mar 04, 2016","134.14","132.65","134.63","132.56","-","1.19%"
"Mar 03, 2016","132.56","132.17","133.13","131.69","-","0.38%"
"Mar 02, 2016","132.06","129.05","132.38","129.05","-","2.36%"
"Mar 01, 2016","129.01","126.95","129.17","126.66","-","1.61%"
"Feb 29, 2016","126.97","128.03","128.03","126.53","-","-0.94%"
"Feb 26, 2016","128.17","125.96","128.34","125.96","-","1.79%"
"Feb 25, 2016","125.91","127.17","127.59","125.81","-","-1.05%"
"Feb 24, 2016","127.24","128.28","128.52","126.47","-","-0.85%"
"Feb 23, 2016","128.33","129.06","129.27","128.20","-","-0.53%"
"Feb 22, 2016","129.01","127.82","129.27","127.76","-","0.95%"
"Feb 19, 2016","127.79","127.77","127.83","127.09","-","0.01%"
"Feb 18, 2016","127.78","125.20","127.97","125.20","-","2.07%"
"Feb 17, 2016","125.19","125.79","126.73","124.91","-","-0.53%"
"Feb 16, 2016","125.86","123.80","126.13","123.80","-","1.61%"
"Feb 15, 2016","123.87","121.15","123.94","120.52","-","2.47%"
"Feb 12, 2016","120.88","121.91","121.91","120.82","-","-0.58%"
"Feb 11, 2016","121.58","125.12","125.16","121.58","-","-2.60%"
"Feb 10, 2016","124.83","124.72","125.26","124.69","-","0.13%"
"Feb 09, 2016","124.67","124.65","124.94","124.63","-","-0.12%"
"Feb 08, 2016","124.82","124.80","124.82","124.60","-","-0.10%"
"Feb 05, 2016","124.94","125.22","126.06","124.86","-","0.06%"
"Feb 04, 2016","124.87","123.87","125.40","123.84","-","1.08%"
"Feb 03, 2016","123.54","125.88","126.05","122.87","-","-2.12%"
"Feb 02, 2016","126.21","127.18","127.47","125.90","-","-0.80%"
"Feb 01, 2016","127.23","127.48","127.86","126.39","-","-0.11%"
"Jan 29, 2016","127.37","123.93","127.37","123.58","-","2.78%"
"Jan 28, 2016","123.92","123.19","124.33","122.99","-","0.56%"
"Jan 27, 2016","123.23","122.62","124.20","122.62","-","0.62%"
"Jan 26, 2016","122.47","124.98","124.98","122.26","-","-2.14%"
"Jan 25, 2016","125.15","123.40","125.71","123.40","-","1.44%"
"Jan 22, 2016","123.37","120.17","123.65","120.17","-","2.68%"
"Jan 21, 2016","120.15","121.88","123.53","119.70","-","-1.20%"
"Jan 20, 2016","121.61","126.17","126.17","121.30","-","-3.62%"
"Jan 19, 2016","126.18","124.03","126.43","123.71","-","1.75%"
"Jan 18, 2016","124.01","125.09","125.09","123.42","-","-0.75%"
"Jan 15, 2016","124.95","127.01","127.51","124.85","-","-1.51%"
"Jan 14, 2016","126.87","127.76","127.76","125.21","-","-0.81%"
"Jan 13, 2016","127.90","126.96","129.53","126.96","-","0.82%"
"Jan 12, 2016","126.86","127.53","128.71","126.65","-","-0.46%"
"Jan 11, 2016","127.44","130.89","130.89","127.43","-","-2.78%"
"Jan 08, 2016","131.08","130.63","131.88","130.28","-","0.38%"
"Jan 07, 2016","130.59","134.82","134.82","130.58","-","-3.25%"
"Jan 06, 2016","134.98","136.35","136.39","134.77","-","-0.95%"
"Jan 05, 2016","136.27","136.93","137.80","135.70","-","-0.47%"
"Jan 04, 2016","136.91","141.44","141.44","136.81","-","-3.24%"
"Jan 01, 2016","141.49","141.49","141.49","141.49","-","0.01%"
"Dec 31, 2015","141.47","140.89","141.58","140.79","-","0.35%"
"Dec 30, 2015","140.97","141.84","142.43","140.89","-","-0.61%"
"Dec 29, 2015","141.83","141.89","141.90","141.43","-","-0.03%"
"Dec 28, 2015","141.87","143.04","143.20","141.75","-","-0.82%"
"Dec 25, 2015","143.04","142.83","143.12","142.83","-","0.09%"
"Dec 24, 2015","142.91","142.43","143.52","142.43","-","0.31%"
"Dec 23, 2015","142.47","141.28","142.80","141.28","-","0.82%"
"Dec 22, 2015","141.31","140.86","141.35","140.68","-","0.32%"
"Dec 21, 2015","140.86","140.38","141.12","139.83","-","0.36%"
"Dec 18, 2015","140.36","141.33","141.44","140.06","-","-0.71%"
"Dec 17, 2015","141.37","140.22","142.04","140.22","-","0.78%"
"Dec 16, 2015","140.27","137.90","140.48","137.90","-","1.67%"
"Dec 15, 2015","137.96","137.55","138.60","137.55","-","0.31%"
"Dec 14, 2015","137.53","138.24","138.24","135.82","-","-0.54%"
"Dec 11, 2015","138.28","140.51","140.66","138.25","-","-1.61%"
"Dec 10, 2015","140.54","141.16","141.37","140.23","-","-0.43%"
"Dec 09, 2015","141.15","142.13","142.18","141.06","-","-0.65%"
"Dec 08, 2015","142.08","143.91","143.94","141.59","-","-1.25%"
"Dec 07, 2015","143.88","143.86","144.95","143.86","-","0.06%"
"Dec 04, 2015","143.79","144.90","144.90","143.09","-","-0.72%"
"Dec 03, 2015","144.83","145.32","145.32","144.63","-","-0.44%"
"Dec 02, 2015","145.47","144.88","145.76","144.81","-","0.43%"
"Dec 01, 2015","144.85","142.53","145.27","142.53","-","1.63%"
"Nov 30, 2015","142.53","142.63","143.51","141.55","-","-0.51%"
"Nov 27, 2015","143.26","146.07","146.19","143.16","-","-1.99%"
"Nov 26, 2015","146.17","145.95","147.61","145.95","-","0.17%"
"Nov 25, 2015","145.92","146.31","146.50","145.54","-","-0.22%"
"Nov 24, 2015","146.24","146.93","147.00","145.57","-","-0.56%"
"Nov 23, 2015","147.06","147.54","147.74","146.78","-","-0.26%"
"Nov 20, 2015","147.45","146.24","147.57","145.91","-","0.77%"
"Nov 19, 2015","146.33","144.33","146.54","144.27","-","1.60%"
"Nov 18, 2015","144.02","144.76","145.10","143.91","-","-0.44%"
"Nov 17, 2015","144.66","143.51","146.08","143.51","-","1.19%"
"Nov 16, 2015","142.96","144.64","144.91","142.63","-","-1.54%"
"Nov 13, 2015","145.20","147.54","147.73","144.82","-","-1.81%"
"Nov 12, 2015","147.87","145.65","148.24","145.63","-","1.61%"
"Nov 11, 2015","145.52","146.26","146.45","145.31","-","-0.53%"
"Nov 10, 2015","146.30","148.25","148.27","146.06","-","-1.63%"
"Nov 09, 2015","148.72","149.66","149.97","148.44","-","-0.73%"
"Nov 06, 2015","149.82","151.23","151.23","149.50","-","-0.91%"
"Nov 05, 2015","151.20","151.38","151.88","150.78","-","-0.15%"
"Nov 04, 2015","151.42","148.30","152.46","148.28","-","2.26%"
"Nov 03, 2015","148.07","146.73","148.66","146.73","-","0.98%"
"Nov 02, 2015","146.63","147.56","147.74","146.31","-","-0.61%"
"Oct 30, 2015","147.53","148.20","148.48","147.15","-","-0.41%"
"Oct 29, 2015","148.14","149.43","149.94","148.00","-","-0.92%"
"Oct 28, 2015","149.52","150.43","150.65","149.35","-","-0.78%"
"Oct 27, 2015","150.69","151.01","151.01","149.24","-","-0.27%"
"Oct 26, 2015","151.10","150.99","152.43","150.78","-","0.14%"
"Oct 23, 2015","150.89","149.60","151.33","149.46","-","1.28%"
"Oct 22, 2015","148.99","149.36","149.51","148.40","-","-0.33%"
"Oct 21, 2015","149.49","149.88","150.02","149.37","-","-0.22%"
"Oct 20, 2015","149.82","150.10","150.10","148.98","-","-0.25%"
"Oct 19, 2015","150.19","150.01","150.48","149.23","-","0.14%"
"Oct 16, 2015","149.98","149.64","150.70","149.28","-","0.42%"
"Oct 15, 2015","149.36","146.87","149.68","146.87","-","2.06%"
"Oct 14, 2015","146.34","147.19","147.33","146.04","-","-0.79%"
"Oct 13, 2015","147.50","148.17","148.62","146.82","-","-0.52%"
"Oct 12, 2015","148.27","146.67","148.53","146.36","-","1.57%"
"Oct 09, 2015","145.98","145.78","147.94","145.78","-","0.42%"
"Oct 08, 2015","145.37","146.91","146.95","144.74","-","-0.76%"
"Oct 07, 2015","146.48","142.45","146.77","142.39","-","2.86%"
"Oct 06, 2015","142.41","142.80","144.44","141.89","-","0.22%"
"Oct 05, 2015","142.10","140.65","142.72","140.55","-","1.26%"
"Oct 02, 2015","140.33","137.10","140.43","136.98","-","2.19%"
"Oct 01, 2015","137.32","136.75","137.53","136.57","-","0.52%"
"Sep 30, 2015","136.61","134.10","137.06","134.10","-","1.55%"
"Sep 29, 2015","134.53","134.16","134.53","133.32","-","-2.15%"
"Sep 28, 2015","137.48","137.37","137.48","137.34","-","0.01%"
"Sep 25, 2015","137.47","137.21","138.04","136.26","-","0.10%"
"Sep 24, 2015","137.33","138.41","138.91","136.97","-","-0.79%"
"Sep 23, 2015","138.43","141.35","141.50","137.10","-","-2.59%"
"Sep 22, 2015","142.11","141.87","143.50","141.83","-","0.11%"
"Sep 21, 2015","141.95","143.36","143.36","141.29","-","-1.25%"
"Sep 18, 2015","143.74","142.47","144.05","142.47","-","0.67%"
"Sep 17, 2015","142.79","142.67","144.32","142.25","-","0.38%"
"Sep 16, 2015","142.25","139.77","142.96","139.74","-","2.01%"
"Sep 15, 2015","139.45","140.43","140.60","139.19","-","-0.69%"
"Sep 14, 2015","140.42","140.63","141.65","139.74","-","0.10%"
"Sep 11, 2015","140.28","140.52","142.49","140.20","-","-0.06%"
"Sep 10, 2015","140.36","142.53","142.55","139.80","-","-1.74%"
"Sep 09, 2015","142.85","138.01","143.29","137.97","-","4.14%"
"Sep 08, 2015","137.17","133.74","137.88","133.68","-","2.56%"
"Sep 07, 2015","133.74","134.63","136.22","133.61","-","-0.83%"
"Sep 04, 2015","134.86","135.52","136.88","134.22","-","-0.64%"
"Sep 03, 2015","135.73","135.85","135.86","135.38","-","0.07%"
"Sep 02, 2015","135.64","136.38","137.62","134.35","-","-0.80%"
"Sep 01, 2015","136.73","139.75","139.87","136.67","-","-2.48%"
"Aug 31, 2015","140.21","140.24","140.93","138.15","-","-0.05%"
"Aug 28, 2015","140.28","140.54","143.30","140.26","-","0.34%"
"Aug 27, 2015","139.81","135.31","140.57","135.17","-","3.62%"
"Aug 26, 2015","134.92","135.69","138.22","134.26","-","-0.64%"
"Aug 25, 2015","135.79","133.35","137.98","133.32","-","1.75%"
"Aug 24, 2015","133.46","140.75","140.75","132.92","-","-5.54%"
"Aug 21, 2015","141.28","143.86","144.01","140.35","-","-2.29%"
"Aug 20, 2015","144.59","146.82","146.97","144.09","-","-1.63%"
"Aug 19, 2015","146.98","148.91","149.23","146.65","-","-1.31%"
"Aug 18, 2015","148.93","150.99","152.22","148.81","-","-1.38%"
"Aug 17, 2015","151.01","152.27","152.27","150.42","-","-0.95%"
"Aug 14, 2015","152.46","152.62","152.99","152.22","-","-0.03%"
"Aug 13, 2015","152.50","152.18","153.39","151.70","-","0.40%"
"Aug 12, 2015","151.89","155.19","155.26","151.07","-","-2.48%"
"Aug 11, 2015","155.75","157.29","159.18","155.20","-","-0.58%"
"Aug 10, 2015","156.66","156.00","157.00","154.51","-","0.33%"
"Aug 07, 2015","156.15","154.86","156.58","154.82","-","0.58%"
"Aug 06, 2015","155.25","156.45","156.45","155.03","-","-0.63%"
"Aug 05, 2015","156.24","155.74","156.64","155.58","-","0.21%"
"Aug 04, 2015","155.92","155.50","156.41","154.78","-","0.22%"
"Aug 03, 2015","155.58","157.50","157.50","154.92","-","-1.49%"
"Jul 31, 2015","157.93","157.27","158.06","157.02","-","0.43%"
"Jul 30, 2015","157.25","157.45","159.18","157.12","-","-0.08%"
"Jul 29, 2015","157.38","156.81","157.62","156.34","-","0.43%"
"Jul 28, 2015","156.70","156.54","159.33","155.11","-","0.19%"
"Jul 27, 2015","156.41","161.44","161.56","155.98","-","-3.41%"
"Jul 24, 2015","161.93","163.49","163.59","161.69","-","-0.89%"
"Jul 23, 2015","163.38","162.98","163.85","162.79","-","-0.01%"
"Jul 22, 2015","163.40","164.83","165.00","162.62","-","-1.11%"
"Jul 21, 2015","165.24","164.17","165.57","163.65","-","0.66%"
"Jul 20, 2015","164.15","165.11","165.59","163.66","-","-0.36%"
"Jul 17, 2015","164.74","163.35","165.24","163.12","-","0.94%"
"Jul 16, 2015","163.21","162.78","163.29","161.36","-","0.29%"
"Jul 15, 2015","162.73","163.81","164.14","161.81","-","-0.53%"
"Jul 14, 2015","163.59","164.53","164.76","162.53","-","-0.47%"
"Jul 13, 2015","164.37","162.17","164.55","161.10","-","1.44%"
"Jul 10, 2015","162.04","159.91","162.87","159.91","-","1.98%"
"Jul 09, 2015","158.90","152.77","160.34","152.07","-","3.46%"
"Jul 08, 2015","153.59","161.68","161.73","150.47","-","-5.20%"
"Jul 07, 2015","162.02","164.87","165.81","161.60","-","-1.67%"
"Jul 06, 2015","164.78","169.66","171.30","161.92","-","-3.07%"
"Jul 03, 2015","170.00","171.94","172.08","169.44","-","-1.11%"
"Jul 02, 2015","171.90","172.15","173.03","171.47","-","-0.19%"
"Jul 01, 2015","172.22","171.95","172.54","171.82","-","0.08%"
"Jun 30, 2015","172.09","169.79","172.91","169.27","-","1.39%"
"Jun 29, 2015","169.73","173.77","173.91","167.55","-","-2.79%"
"Jun 26, 2015","174.60","177.45","177.45","173.76","-","-1.59%"
"Jun 25, 2015","177.43","178.32","178.81","177.32","-","-0.47%"
"Jun 24, 2015","178.27","177.83","178.56","177.61","-","0.22%"
"Jun 23, 2015","177.87","176.22","178.26","176.10","-","1.03%"
"Jun 22, 2015","176.05","174.17","176.37","174.17","-","1.27%"
"Jun 19, 2015","173.84","174.17","175.87","173.82","-","-0.06%"
"Jun 18, 2015","173.94","174.28","175.09","173.83","-","-0.22%"
"Jun 17, 2015","174.32","173.11","174.86","173.05","-","0.72%"
"Jun 16, 2015","173.08","175.44","175.44","173.08","-","-1.31%"
"Jun 15, 2015","175.38","177.93","178.03","175.31","-","-1.51%"
"Jun 12, 2015","178.07","175.71","178.10","175.65","-","1.26%"
"Jun 11, 2015","175.85","175.06","176.62","174.93","-","0.61%"
"Jun 10, 2015","174.78","176.05","177.07","174.46","-","-0.48%"
"Jun 09, 2015","175.63","178.40","178.68","175.33","-","-1.68%"
"Jun 08, 2015","178.64","178.52","179.33","177.43","-","-0.17%"
"Jun 05, 2015","178.94","180.09","180.54","178.72","-","-0.73%"
"Jun 04, 2015","180.26","181.74","182.84","178.11","-","-0.87%"
"Jun 03, 2015","181.85","181.52","181.99","180.71","-","0.24%"
"Jun 02, 2015","181.41","182.30","182.41","180.90","-","-0.68%"
"Jun 01, 2015","182.65","181.62","183.52","180.44","-","0.38%"
"May 29, 2015","181.95","182.70","183.08","181.31","-","-0.43%"
"May 28, 2015","182.73","186.35","186.73","181.43","-","-1.72%"
"May 27, 2015","185.93","186.56","186.79","185.56","-","-0.42%"
"May 26, 2015","186.72","185.26","188.21","185.19","-","0.90%"
"May 25, 2015","185.05","184.86","185.05","184.57","-","0.08%"
"May 22, 2015","184.90","182.65","185.16","182.61","-","1.33%"
"May 21, 2015","182.47","183.08","183.08","181.87","-","-0.55%"
"May 20, 2015","183.47","184.63","184.93","183.08","-","-0.63%"
"May 19, 2015","184.64","183.23","184.92","183.11","-","0.82%"
"May 18, 2015","183.14","183.84","183.89","182.37","-","-0.28%"
"May 15, 2015","183.66","181.47","184.09","180.86","-","1.34%"
"May 14, 2015","181.24","181.78","182.26","180.92","-","-0.26%"
"May 13, 2015","181.72","182.12","182.90","181.41","-","-0.15%"
"May 12, 2015","181.99","183.35","183.74","181.93","-","-0.89%"
"May 11, 2015","183.62","183.11","184.46","182.76","-","0.61%"
"May 08, 2015","182.51","180.45","182.89","180.45","-","1.11%"
"May 07, 2015","180.50","183.19","183.21","180.04","-","-1.64%"
"May 06, 2015","183.51","184.30","185.76","183.11","-","-0.57%"
"May 05, 2015","184.56","186.85","187.58","183.65","-","-1.22%"
"May 04, 2015","186.84","186.27","187.59","185.99","-","0.32%"
"May 01, 2015","186.25","186.25","186.25","186.25","-","0.01%"
"Apr 30, 2015","186.24","187.80","187.99","185.62","-","-0.85%"
"Apr 29, 2015","187.83","189.13","189.37","187.05","-","-0.73%"
"Apr 28, 2015","189.21","190.01","190.01","188.24","-","-0.18%"
"Apr 27, 2015","189.56","187.41","189.97","187.41","-","1.22%"
"Apr 24, 2015","187.28","186.00","187.63","184.74","-","0.83%"
"Apr 23, 2015","185.73","185.42","187.36","185.39","-","0.32%"
"Apr 22, 2015","185.14","183.51","185.38","183.20","-","0.98%"
"Apr 21, 2015","183.35","179.88","183.63","179.88","-","1.76%"
"Apr 20, 2015","180.18","183.16","183.91","179.56","-","-1.74%"
"Apr 17, 2015","183.37","183.88","185.17","183.32","-","-0.42%"
"Apr 16, 2015","184.15","182.39","184.25","182.04","-","1.12%"
"Apr 15, 2015","182.11","182.26","183.31","181.29","-","-0.13%"
"Apr 14, 2015","182.35","185.23","185.45","182.17","-","-1.71%"
"Apr 13, 2015","185.52","181.30","185.55","181.26","-","2.25%"
"Apr 10, 2015","181.43","179.74","182.04","178.78","-","1.10%"
"Apr 09, 2015","179.46","175.92","185.78","175.81","-","2.06%"
"Apr 08, 2015","175.84","170.16","175.89","169.92","-","3.30%"
"Apr 07, 2015","170.23","170.35","170.41","169.96","-","0.27%"
"Apr 06, 2015","169.77","169.77","169.77","169.77","-","0.00%"
"Apr 03, 2015","169.77","170.06","170.13","169.77","-","0.00%"
"Apr 02, 2015","169.77","168.04","169.97","168.04","-","1.13%"
"Apr 01, 2015","167.87","166.80","168.01","166.54","-","0.56%"
"Mar 31, 2015","166.93","166.54","168.20","166.37","-","0.45%"
"Mar 30, 2015","166.18","163.85","166.69","163.61","-","1.65%"
"Mar 27, 2015","163.48","163.87","164.20","163.23","-","-0.34%"
"Mar 26, 2015","164.04","164.05","164.49","163.54","-","-0.41%"
"Mar 25, 2015","164.71","164.69","165.19","164.44","-","0.10%"
"Mar 24, 2015","164.55","165.28","165.28","163.99","-","-0.34%"
"Mar 23, 2015","165.11","164.76","165.48","164.50","-","0.35%"
"Mar 20, 2015","164.54","164.43","165.05","164.26","-","-0.18%"
"Mar 19, 2015","164.83","163.16","164.97","163.16","-","1.30%"
"Mar 18, 2015","162.72","161.20","163.15","161.16","-","1.10%"
"Mar 17, 2015","160.95","160.89","162.27","160.59","-","0.16%"
"Mar 16, 2015","160.69","160.38","161.03","159.90","-","0.15%"
"Mar 13, 2015","160.45","160.40","161.32","160.40","-","0.03%"
"Mar 12, 2015","160.40","159.44","160.77","159.34","-","0.60%"
"Mar 11, 2015","159.44","159.98","160.51","159.44","-","-0.57%"
"Mar 10, 2015","160.35","161.97","162.07","160.28","-","-0.99%"
"Mar 09, 2015","161.96","162.29","162.37","160.95","-","-0.52%"
"Mar 06, 2015","162.81","162.35","163.19","162.32","-","0.22%"
"Mar 05, 2015","162.46","163.59","163.59","162.25","-","-0.69%"
"Mar 04, 2015","163.59","164.56","164.69","163.47","-","-0.60%"
"Mar 03, 2015","164.58","165.55","166.05","164.47","-","-0.58%"
"Mar 02, 2015","165.54","165.55","166.42","164.80","-","0.22%"
"Feb 27, 2015","165.18","165.54","166.29","165.09","-","-0.24%"
"Feb 26, 2015","165.57","165.09","165.95","164.36","-","0.26%"
"Feb 25, 2015","165.14","164.56","165.50","164.46","-","0.44%"
"Feb 24, 2015","164.42","164.00","164.64","163.96","-","0.34%"
"Feb 23, 2015","163.86","163.56","164.02","162.82","-","0.01%"
"Feb 20, 2015","163.85","163.85","163.85","163.85","-","-0.01%"
"Feb 19, 2015","163.87","163.87","163.87","163.87","-","0.01%"
"Feb 18, 2015","163.85","163.75","163.90","163.62","-","0.16%"
"Feb 17, 2015","163.59","163.42","163.98","163.09","-","0.08%"
"Feb 16, 2015","163.46","163.62","163.86","163.32","-","0.03%"
"Feb 13, 2015","163.41","162.30","163.54","162.12","-","0.91%"
"Feb 12, 2015","161.93","161.45","161.95","160.70","-","0.41%"
"Feb 11, 2015","161.27","161.42","162.16","161.00","-","-0.02%"
"Feb 10, 2015","161.30","160.92","161.63","160.86","-","0.11%"
"Feb 09, 2015","161.12","161.94","161.96","160.77","-","-0.71%"
"Feb 06, 2015","162.27","162.89","163.17","162.05","-","-0.41%"
"Feb 05, 2015","162.94","162.71","164.63","162.40","-","0.03%"
"Feb 04, 2015","162.89","162.25","163.43","162.25","-","0.59%"
"Feb 03, 2015","161.94","161.11","162.06","160.66","-","0.56%"
"Feb 02, 2015","161.04","161.04","161.34","160.04","-","-0.10%"
"Jan 30, 2015","161.20","162.25","162.86","160.96","-","-0.64%"
"Jan 29, 2015","162.24","163.93","163.96","161.78","-","-1.20%"
"Jan 28, 2015","164.21","164.07","164.80","163.69","-","0.06%"
"Jan 27, 2015","164.11","164.55","164.93","163.35","-","-0.23%"
"Jan 26, 2015","164.49","164.18","164.49","163.55","-","0.21%"
"Jan 23, 2015","164.15","162.10","164.20","162.10","-","1.53%"
"Jan 22, 2015","161.67","161.15","162.38","161.06","-","0.38%"
"Jan 21, 2015","161.05","158.49","161.05","158.46","-","1.76%"
"Jan 20, 2015","158.27","157.00","158.43","156.83","-","0.85%"
"Jan 19, 2015","156.94","159.67","159.67","156.07","-","-1.28%"
"Jan 16, 2015","158.97","160.61","160.61","158.79","-","-0.56%"
"Jan 15, 2015","159.87","158.82","159.96","158.49","-","0.74%"
"Jan 14, 2015","158.69","159.43","159.84","158.42","-","-0.45%"
"Jan 13, 2015","159.40","158.10","159.52","157.67","-","0.73%"
"Jan 12, 2015","158.24","157.91","159.05","157.59","-","0.09%"
"Jan 09, 2015","158.10","157.85","159.46","157.69","-","0.25%"
"Jan 08, 2015","157.70","156.47","158.08","156.47","-","1.06%"
"Jan 07, 2015","156.04","155.15","156.44","154.58","-","0.60%"
"Jan 06, 2015","155.11","156.71","156.85","154.38","-","-1.46%"
"Jan 05, 2015","157.41","158.07","158.64","156.91","-","-0.75%"
"Jan 02, 2015","158.60","157.03","158.60","157.03","-","1.00%"
"Jan 01, 2015","157.03","157.03","157.03","157.03","-","0.00%"
"Dec 31, 2014","157.03","155.87","157.04","155.87","-","0.71%"
"Dec 30, 2014","155.93","157.05","157.53","155.53","-","-0.69%"
"Dec 29, 2014","157.01","154.35","157.53","154.35","-","1.74%"
"Dec 26, 2014","154.32","154.12","154.37","154.07","-","0.24%"
"Dec 25, 2014","153.95","154.19","154.19","153.95","-","-0.12%"
"Dec 24, 2014","154.13","153.98","154.49","153.83","-","0.17%"
"Dec 23, 2014","153.87","154.82","154.99","153.69","-","-0.49%"
"Dec 22, 2014","154.62","153.04","155.13","153.00","-","1.11%"
"Dec 19, 2014","152.93","151.89","153.50","151.71","-","1.14%"
"Dec 18, 2014","151.20","150.16","151.92","150.01","-","0.93%"
"Dec 17, 2014","149.81","151.13","151.25","149.59","-","-0.83%"
"Dec 16, 2014","151.07","152.78","152.98","151.06","-","-1.15%"
"Dec 15, 2014","152.83","153.66","153.72","151.88","-","-0.73%"
"Dec 12, 2014","153.95","154.09","155.04","153.89","-","-0.01%"
"Dec 11, 2014","153.97","155.02","155.08","153.60","-","-0.75%"
"Dec 10, 2014","155.13","155.04","155.82","154.11","-","0.00%"
"Dec 09, 2014","155.13","158.23","158.33","154.73","-","-2.03%"
"Dec 08, 2014","158.35","158.34","159.06","157.96","-","0.00%"
"Dec 05, 2014","158.35","157.74","159.40","157.29","-","0.37%"
"Dec 04, 2014","157.77","155.78","157.82","155.77","-","1.44%"
"Dec 03, 2014","155.53","156.15","157.56","155.16","-","-0.28%"
"Dec 02, 2014","155.97","154.92","156.55","154.25","-","0.53%"
"Dec 01, 2014","155.15","157.65","158.06","154.90","-","-2.24%"
"Nov 28, 2014","158.71","158.46","159.24","158.14","-","0.14%"
"Nov 27, 2014","158.49","158.87","159.93","158.36","-","-0.13%"
"Nov 26, 2014","158.69","157.28","158.88","157.16","-","0.90%"
"Nov 25, 2014","157.27","157.38","157.54","157.03","-","-0.15%"
"Nov 24, 2014","157.50","155.08","157.68","155.00","-","1.78%"
"Nov 21, 2014","154.74","154.37","155.14","154.10","-","0.30%"
"Nov 20, 2014","154.27","153.98","154.59","153.64","-","0.22%"
"Nov 19, 2014","153.93","154.25","154.94","153.74","-","-0.08%"
"Nov 18, 2014","154.06","155.63","156.11","153.84","-","-0.93%"
"Nov 17, 2014","155.50","157.67","158.67","155.48","-","-1.34%"
"Nov 14, 2014","157.61","157.20","157.62","156.87","-","0.26%"
"Nov 13, 2014","157.20","156.35","157.55","156.22","-","0.67%"
"Nov 12, 2014","156.16","156.15","156.43","155.52","-","-0.06%"
"Nov 11, 2014","156.26","156.21","157.06","156.05","-","0.06%"
"Nov 10, 2014","156.17","154.48","157.34","154.46","-","1.25%"
"Nov 07, 2014","154.24","154.51","155.57","153.72","-","-0.26%"
"Nov 06, 2014","154.64","155.32","155.62","154.50","-","-0.48%"
"Nov 05, 2014","155.39","156.45","156.47","155.03","-","-0.63%"
"Nov 04, 2014","156.37","156.69","157.29","156.19","-","-0.12%"
"Nov 03, 2014","156.56","156.88","157.36","156.34","-","-0.13%"
"Oct 31, 2014","156.77","155.02","156.80","154.87","-","1.19%"
"Oct 30, 2014","154.93","155.41","155.50","154.54","-","-0.37%"
"Oct 29, 2014","155.51","153.69","155.62","153.65","-","1.38%"
"Oct 28, 2014","153.39","151.50","153.58","151.46","-","1.60%"
"Oct 27, 2014","150.98","151.97","151.99","150.37","-","-0.49%"
"Oct 24, 2014","151.73","152.34","152.36","151.35","-","-0.39%"
"Oct 23, 2014","152.32","152.60","152.77","151.85","-","-0.24%"
"Oct 22, 2014","152.69","151.23","152.93","151.07","-","1.37%"
"Oct 21, 2014","150.62","150.76","151.43","150.17","-","-0.02%"
"Oct 20, 2014","150.65","150.11","151.50","150.04","-","0.85%"
